fundamental_id,company_id,name,cik,ticker,start_date,end_date,months,fiscal_year,fiscal_period,filing_date,cashandequivalents,restrictedcash,shortterminvestments,notereceivable,accountsreceivable,netinventory,prepaidexpenses,currentdeferredtaxassets,othercurrentassets,othercurrentnonoperatingassets,totalcurrentassets,grossppe,accumulateddepreciation,netppe,longterminvestments,noncurrentnotereceivables,goodwill,intangibleassets,noncurrentdeferredtaxassets,employeebenefitassets,othernoncurrentassets,othernoncurrentnonoperatingassets,totalnoncurrentassets,totalassets,shorttermdebt,accountspayable,accruedexpenses,customerdeposits,dividendspayable,currentdeferredrevenue,currentdeferredtaxliabilities,currentemployeebenefitliabilities,othertaxespayable,othercurrentliabilities,othercurrentnonoperatingliabilities,totalcurrentliabilities,longtermdebt,capitalleaseobligations,assetretirementandlitigationobligation,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othernoncurrentliabilities,othernoncurrentnonoperatingliabilities,totalnoncurrentliabilities,totalliabilities,commitmentsandcontingencies,redeemablenoncontrollinginterest,totalpreferredequity,commonequity,retainedearnings,treasurystock,aoci,otherequity,totalcommonequity,totalequity,noncontrollinginterests,totalequityandnoncontrollinginterests,totalliabilitiesandequity
fun_Dk6wxn,com_2zvNvz,Visa Inc,1403161.0,V,,2021-09-30,,2021,FY,2022-11-16 21:06:43 +0000,16487000000.0,894000000.0,2025000000.0,,1968000000.0,,856000000.0,,5377000000.0,,27607000000.0,,,2715000000.0,1705000000.0,,15958000000.0,27664000000.0,,,7247000000.0,,52574000000.0,82896000000.0,999000000.0,266000000.0,2334000000.0,,,2260000000.0,,1211000000.0,,8669000000.0,,15739000000.0,19978000000.0,,,,6128000000.0,,3462000000.0,,29568000000.0,45307000000.0,0.0,,3080000000.0,18855000000.0,15351000000.0,,436000000.0,-133000000.0,34509000000.0,37589000000.0,,37589000000.0,82896000000.0
fun_alZZL8,com_agjrgj,Verizon Communications Inc,732712.0,VZ,,2022-09-30,,2022,Q3,2022-10-25 19:20:39 +0000,2082000000.0,,,23670000000.0,,3133000000.0,10861000000.0,,,,39746000000.0,,,103004000000.0,1083000000.0,,28548000000.0,160488000000.0,,,42221000000.0,,232340000000.0,375090000000.0,14995000000.0,22235000000.0,,,,,,,,15911000000.0,,53141000000.0,132912000000.0,,,,42094000000.0,15912000000.0,42248000000.0,,233166000000.0,286307000000.0,0.0,,0.0,13896000000.0,78545000000.0,-4015000000.0,-1700000000.0,,86726000000.0,86726000000.0,1315000000.0,88783000000.0,375090000000.0
fun_GrjN0W,com_agjrgj,Verizon Communications Inc,732712.0,VZ,,2022-06-30,,2022,Q2,2022-07-28 13:19:44 +0000,1857000000.0,,,,23909000000.0,3646000000.0,8087000000.0,,,,37499000000.0,296700000000.0,195390000000.0,101310000000.0,1113000000.0,,28638000000.0,160010000000.0,,,41577000000.0,,231338000000.0,370147000000.0,12873000000.0,20956000000.0,,,,,,,,15395000000.0,,49224000000.0,136184000000.0,,,,42154000000.0,15125000000.0,40103000000.0,,233566000000.0,282790000000.0,0.0,,0.0,14301000000.0,76401000000.0,-4020000000.0,-1320000000.0,654000000.0,86016000000.0,86016000000.0,1341000000.0,87357000000.0,370147000000.0
fun_PQbABL,com_agjrgj,Verizon Communications Inc,732712.0,VZ,,2022-03-31,,2022,Q1,2022-04-27 15:04:20 +0000,1661000000.0,,,,23615000000.0,3659000000.0,6645000000.0,,,,35580000000.0,292568000000.0,192725000000.0,99843000000.0,1074000000.0,,28629000000.0,159515000000.0,,,41075000000.0,,230293000000.0,365716000000.0,13421000000.0,18169000000.0,,,,,,,,14995000000.0,,46585000000.0,139961000000.0,,,,41341000000.0,15104000000.0,37550000000.0,,233956000000.0,280541000000.0,0.0,,0.0,14303000000.0,73891000000.0,-4023000000.0,-906000000.0,497000000.0,83762000000.0,83762000000.0,1413000000.0,85175000000.0,365716000000.0
fun_nl1PJl,com_agjrgj,Verizon Communications Inc,732712.0,VZ,,2021-09-30,,2021,Q3,2021-10-26 14:52:05 +0000,9936000000.0,,,,22195000000.0,2303000000.0,5843000000.0,,,,40277000000.0,287421000000.0,191665000000.0,95756000000.0,1100000000.0,,24887000000.0,152789000000.0,,,38648000000.0,,217424000000.0,353457000000.0,7623000000.0,20153000000.0,,,,,,,,13582000000.0,,41358000000.0,143352000000.0,,,,38481000000.0,16516000000.0,35261000000.0,,233610000000.0,274968000000.0,0.0,,0.0,13831000000.0,70062000000.0,-6630000000.0,-709000000.0,490000000.0,77044000000.0,77044000000.0,1445000000.0,78489000000.0,353457000000.0
fun_Jbnvp6,com_agjrgj,Verizon Communications Inc,732712.0,VZ,,2021-06-30,,2021,Q2,2021-07-28 08:24:32 +0000,4657000000.0,,,,21257000000.0,1421000000.0,8291000000.0,,,,35626000000.0,283654000000.0,189452000000.0,94202000000.0,560000000.0,,24915000000.0,105036000000.0,,,88851000000.0,,219362000000.0,349190000000.0,7023000000.0,17328000000.0,,,,,,,,15727000000.0,,40078000000.0,144894000000.0,,,,37534000000.0,16713000000.0,34859000000.0,,234000000000.0,274078000000.0,0.0,,0.0,13832000000.0,66310000000.0,-6632000000.0,-234000000.0,408000000.0,73684000000.0,73684000000.0,1428000000.0,75112000000.0,349190000000.0
fun_B7VB6w,com_agjrgj,Verizon Communications Inc,732712.0,VZ,,2021-03-31,,2021,Q1,2021-04-27 09:12:52 +0000,,,,,22507000000.0,1303000000.0,5632000000.0,,10205000000.0,,39647000000.0,282742000000.0,187866000000.0,94876000000.0,555000000.0,,24837000000.0,107316000000.0,,,78342000000.0,,211050000000.0,345573000000.0,8802000000.0,17219000000.0,,,,,,,,12709000000.0,,38730000000.0,149700000000.0,,,,36747000000.0,18252000000.0,29461000000.0,,234160000000.0,272890000000.0,0.0,,0.0,13837000000.0,63107000000.0,-6634000000.0,640000000.0,282000000.0,71232000000.0,71232000000.0,1451000000.0,72683000000.0,345573000000.0
fun_mqPPlm,com_agjrgj,Verizon Communications Inc,732712.0,VZ,,2021-12-31,,2021,FY,2022-10-25 19:20:39 +0000,2921000000.0,,,23846000000.0,,3055000000.0,6906000000.0,,,,36728000000.0,,,99696000000.0,1061000000.0,,28603000000.0,159296000000.0,,,41212000000.0,,230172000000.0,366596000000.0,7443000000.0,24833000000.0,,,,,,,,14884000000.0,,47160000000.0,143425000000.0,,,,40685000000.0,15410000000.0,36716000000.0,,236236000000.0,283396000000.0,0.0,,0.0,14290000000.0,71993000000.0,-4104000000.0,-927000000.0,,81252000000.0,81252000000.0,1410000000.0,83200000000.0,366596000000.0
fun_eoGY9o,com_Wy1EPy,Walgreens Boots Alliance Inc,1618921.0,WBA,,2022-05-31,,2022,Q3,2022-06-30 20:04:40 +0000,2285000000.0,,2173000000.0,,5034000000.0,8520000000.0,,,859000000.0,,18872000000.0,,,0.0,5777000000.0,,21901000000.0,11583000000.0,,,34627000000.0,,73887000000.0,92759000000.0,2787000000.0,11794000000.0,7156000000.0,,,,60000000.0,,,2270000000.0,,24067000000.0,10670000000.0,,,,1578000000.0,,25287000000.0,,37535000000.0,61602000000.0,0.0,775000000.0,0.0,11041000000.0,38632000000.0,-20696000000.0,-2724000000.0,,26253000000.0,26253000000.0,4129000000.0,30382000000.0,92759000000.0
fun_dK6AxL,com_Wy1EPy,Walgreens Boots Alliance Inc,1618921.0,WBA,,2022-02-28,,2022,Q2,2022-03-31 20:06:20 +0000,1887000000.0,,,,5328000000.0,8947000000.0,,,662000000.0,,16824000000.0,,,0.0,6247000000.0,,21958000000.0,12352000000.0,,,35303000000.0,,75860000000.0,92683000000.0,2105000000.0,11178000000.0,7006000000.0,,,,132000000.0,,,2277000000.0,,22699000000.0,11203000000.0,,,,1892000000.0,,25210000000.0,,38305000000.0,61004000000.0,0.0,812000000.0,0.0,10985000000.0,38757000000.0,-20712000000.0,-2328000000.0,,26702000000.0,26702000000.0,4166000000.0,30867000000.0,92683000000.0
fun_RvOLZB,com_Wy1EPy,Walgreens Boots Alliance Inc,1618921.0,WBA,,2021-11-30,,2022,Q1,2022-01-06 21:46:33 +0000,4135000000.0,,,,5960000000.0,9475000000.0,,,745000000.0,,20314000000.0,,,0.0,6367000000.0,,21520000000.0,12770000000.0,,,35534000000.0,,76192000000.0,96507000000.0,2647000000.0,12452000000.0,6973000000.0,,,,110000000.0,,,2266000000.0,,24447000000.0,11199000000.0,,,,1970000000.0,,25525000000.0,,38694000000.0,63141000000.0,0.0,2787000000.0,0.0,10978000000.0,38286000000.0,-20700000000.0,-2301000000.0,,26263000000.0,26263000000.0,4316000000.0,30579000000.0,96507000000.0
fun_LJq4AN,com_Wy1EPy,Walgreens Boots Alliance Inc,1618921.0,WBA,,2022-08-31,,2022,FY,2022-10-13 20:02:19 +0000,1358000000.0,,1114000000.0,,5017000000.0,8353000000.0,,,1059000000.0,,16902000000.0,,,0.0,5495000000.0,,22280000000.0,10730000000.0,,,34718000000.0,,73222000000.0,90124000000.0,1059000000.0,11255000000.0,7899000000.0,,,,84000000.0,,,2286000000.0,,22583000000.0,10615000000.0,,,,1442000000.0,,25077000000.0,,37134000000.0,59717000000.0,0.0,1042000000.0,0.0,10962000000.0,37801000000.0,-20683000000.0,-2805000000.0,,25275000000.0,25275000000.0,4091000000.0,29366000000.0,90124000000.0
fun_3rvka2,com_Wy1EPy,Walgreens Boots Alliance Inc,1618921.0,WBA,,2021-05-31,,2021,Q3,2021-07-01 16:27:11 +0000,1345000000.0,,,,5153000000.0,8333000000.0,,,680000000.0,11097000000.0,26607000000.0,,,0.0,6778000000.0,,12493000000.0,10435000000.0,,,35606000000.0,0.0,65312000000.0,91920000000.0,7963000000.0,11290000000.0,6632000000.0,,,,71000000.0,,,2327000000.0,6191000000.0,34475000000.0,7732000000.0,,,,1309000000.0,,25498000000.0,0.0,34539000000.0,69014000000.0,0.0,310000000.0,0.0,10983000000.0,34908000000.0,-20610000000.0,-3180000000.0,,22101000000.0,22101000000.0,495000000.0,22596000000.0,91920000000.0
fun_6G6Jn6,com_Wy1EPy,Walgreens Boots Alliance Inc,1618921.0,WBA,,2021-02-28,,2021,Q2,2021-03-31 16:05:16 +0000,1030000000.0,,,,4878000000.0,8541000000.0,,,796000000.0,10839000000.0,26084000000.0,,,0.0,6202000000.0,,12468000000.0,10486000000.0,,,35679000000.0,0.0,64835000000.0,90920000000.0,5161000000.0,11009000000.0,6400000000.0,,,,89000000.0,,,2360000000.0,6228000000.0,31246000000.0,10998000000.0,,,,1232000000.0,,25508000000.0,0.0,37738000000.0,68985000000.0,0.0,309000000.0,0.0,10928000000.0,34116000000.0,-20626000000.0,-3306000000.0,,21112000000.0,21112000000.0,514000000.0,21625000000.0,90920000000.0
fun_LJrZRD,com_Wy1EPy,Walgreens Boots Alliance Inc,1618921.0,WBA,,2020-11-30,,2021,Q1,2021-01-07 16:04:31 +0000,1111000000.0,,,,7869000000.0,11180000000.0,,,924000000.0,,21084000000.0,,,0.0,6019000000.0,,15299000000.0,10706000000.0,,,36059000000.0,,68083000000.0,89167000000.0,5245000000.0,16212000000.0,6320000000.0,,,,167000000.0,,,2435000000.0,,30379000000.0,10973000000.0,,,,1277000000.0,,25797000000.0,,38047000000.0,68426000000.0,0.0,178000000.0,0.0,10888000000.0,33495000000.0,-20642000000.0,-3682000000.0,,20059000000.0,20059000000.0,506000000.0,20563000000.0,89167000000.0
fun_WObEWj,com_Wy1EPy,Walgreens Boots Alliance Inc,1618921.0,WBA,,2021-08-31,,2021,FY,2022-10-13 20:02:19 +0000,559000000.0,,634000000.0,,5663000000.0,8159000000.0,,,800000000.0,,15814000000.0,,,0.0,6987000000.0,,12421000000.0,9936000000.0,,,36127000000.0,,65471000000.0,81285000000.0,1305000000.0,11136000000.0,7260000000.0,,,,94000000.0,,,2259000000.0,,22054000000.0,7675000000.0,,,,1850000000.0,,25566000000.0,,35091000000.0,57145000000.0,0.0,319000000.0,0.0,11000000000.0,35121000000.0,-20593000000.0,-2109000000.0,,23419000000.0,23419000000.0,402000000.0,23822000000.0,81285000000.0
fun_DknWKY,com_NgPvzd,Walmart Inc,104169.0,WMT,,2022-07-31,,2023,Q2,2022-09-02 21:01:12 +0000,13923000000.0,,,,7522000000.0,59921000000.0,2798000000.0,,,,84164000000.0,,,96006000000.0,,4514000000.0,28664000000.0,,,,33851000000.0,,67029000000.0,247199000000.0,17414000000.0,54191000000.0,23843000000.0,,3049000000.0,,868000000.0,,,534000000.0,,99899000000.0,29801000000.0,4420000000.0,,,14092000000.0,,13140000000.0,,61453000000.0,161352000000.0,0.0,260000000.0,,4944000000.0,82519000000.0,,-9894000000.0,,77569000000.0,77569000000.0,8018000000.0,85587000000.0,247199000000.0
fun_PQOaLY,com_NgPvzd,Walmart Inc,104169.0,WMT,,2022-04-30,,2023,Q1,2022-06-03 21:04:10 +0000,11817000000.0,,,,7674000000.0,61229000000.0,2500000000.0,,,,83220000000.0,,,94741000000.0,,4505000000.0,29438000000.0,,,,34238000000.0,,68181000000.0,246142000000.0,16497000000.0,52926000000.0,21061000000.0,,4631000000.0,,904000000.0,,,511000000.0,,96530000000.0,32174000000.0,4409000000.0,,,13943000000.0,,13226000000.0,,63752000000.0,160282000000.0,0.0,260000000.0,,4862000000.0,80532000000.0,,-8498000000.0,,76896000000.0,76896000000.0,8704000000.0,85600000000.0,246142000000.0
fun_dKVnVR,com_NgPvzd,Walmart Inc,104169.0,WMT,,2021-10-31,,2022,Q3,2021-12-01 22:02:58 +0000,16111000000.0,,,,7349000000.0,57484000000.0,2020000000.0,,,,82964000000.0,,,92242000000.0,,4226000000.0,28923000000.0,,,,36496000000.0,,69645000000.0,244851000000.0,4016000000.0,57156000000.0,24474000000.0,,1528000000.0,,446000000.0,,,,,87620000000.0,36425000000.0,17156000000.0,,,12893000000.0,,,,66474000000.0,154094000000.0,0.0,,,5088000000.0,85674000000.0,,-8488000000.0,,82274000000.0,82274000000.0,8483000000.0,90757000000.0,244851000000.0
fun_7Kn5MQ,com_NgPvzd,Walmart Inc,104169.0,WMT,,2021-07-31,,2022,Q2,2022-09-02 21:01:12 +0000,22831000000.0,,,,6103000000.0,47754000000.0,1555000000.0,,,,78243000000.0,,,91621000000.0,,4109000000.0,29159000000.0,,,,35420000000.0,,68688000000.0,238552000000.0,3729000000.0,49601000000.0,23915000000.0,,3109000000.0,,267000000.0,,,501000000.0,,81122000000.0,39581000000.0,3952000000.0,,,13654000000.0,,13116000000.0,,70303000000.0,151425000000.0,0.0,0.0,,3933000000.0,84572000000.0,,-7976000000.0,,80529000000.0,80529000000.0,6598000000.0,87127000000.0,238552000000.0
fun_OrEav7,com_NgPvzd,Walmart Inc,104169.0,WMT,,2021-04-30,,2022,Q1,2022-06-03 21:04:10 +0000,22846000000.0,,,,5797000000.0,46383000000.0,1565000000.0,,,,76591000000.0,,,90996000000.0,,3979000000.0,28872000000.0,,,,36143000000.0,,68994000000.0,236581000000.0,5310000000.0,48151000000.0,21371000000.0,,4651000000.0,,851000000.0,,,507000000.0,,80841000000.0,40273000000.0,3802000000.0,,,14143000000.0,,12930000000.0,,71148000000.0,151989000000.0,0.0,0.0,,3704000000.0,82577000000.0,,-7946000000.0,,78335000000.0,78335000000.0,6257000000.0,84592000000.0,236581000000.0
fun_Me4pBZ,com_NgPvzd,Walmart Inc,104169.0,WMT,,2022-01-31,,2022,FY,2022-09-02 21:01:12 +0000,14760000000.0,,,,8280000000.0,56511000000.0,1519000000.0,,,,81070000000.0,,,94515000000.0,,4351000000.0,29014000000.0,,,,35910000000.0,,69275000000.0,244860000000.0,4696000000.0,55261000000.0,26060000000.0,,0.0,,851000000.0,,,511000000.0,,87379000000.0,34864000000.0,4243000000.0,,,13474000000.0,,13009000000.0,,65590000000.0,152969000000.0,0.0,0.0,,5115000000.0,86904000000.0,,-8766000000.0,,83253000000.0,83253000000.0,8638000000.0,91891000000.0,244860000000.0
fun_wWEGE3,com_NgPvzd,Walmart Inc,104169.0,WMT,,2020-10-31,,2021,Q3,2021-12-01 22:02:58 +0000,14325000000.0,,,,5770000000.0,51842000000.0,1665000000.0,,,,73602000000.0,,,102232000000.0,,4929000000.0,30236000000.0,,,,39864000000.0,,75029000000.0,250863000000.0,6897000000.0,54152000000.0,24995000000.0,,1529000000.0,,548000000.0,,,,,88121000000.0,40849000000.0,20732000000.0,,,13657000000.0,,,,75238000000.0,163359000000.0,0.0,,,3768000000.0,92279000000.0,,-14616000000.0,,81431000000.0,81431000000.0,6073000000.0,87504000000.0,250863000000.0
fun_Q8WDbD,com_NgPvzd,Walmart Inc,104169.0,WMT,,2020-07-31,,2021,Q2,2021-09-02 21:13:23 +0000,16906000000.0,,,,5111000000.0,41084000000.0,1895000000.0,,,,64996000000.0,,,101182000000.0,,4843000000.0,29542000000.0,,,,36819000000.0,,71204000000.0,237382000000.0,7644000000.0,46326000000.0,23768000000.0,,3060000000.0,,610000000.0,,,549000000.0,,81957000000.0,40959000000.0,4673000000.0,,,12927000000.0,,15669000000.0,,74228000000.0,156185000000.0,0.0,,,3480000000.0,87614000000.0,,-15784000000.0,,75310000000.0,75310000000.0,5887000000.0,81197000000.0,237382000000.0
fun_wWkG6w,com_NgPvzd,Walmart Inc,104169.0,WMT,,2020-04-30,,2021,Q1,2021-06-04 17:11:17 +0000,14930000000.0,,,,5029000000.0,41217000000.0,2152000000.0,,,,63328000000.0,,,101872000000.0,,4611000000.0,29416000000.0,,,,33665000000.0,,67692000000.0,232892000000.0,10031000000.0,44096000000.0,20377000000.0,,4588000000.0,,1303000000.0,,,2252000000.0,,82647000000.0,43006000000.0,4474000000.0,,,12986000000.0,,15669000000.0,,76135000000.0,158782000000.0,0.0,,,3267000000.0,81141000000.0,,-16168000000.0,,68240000000.0,68240000000.0,5870000000.0,74110000000.0,232892000000.0
fun_Or8JkL,com_NgPvzd,Walmart Inc,104169.0,WMT,,2021-01-31,,2021,FY,2022-03-18 21:03:00 +0000,17741000000.0,,,,6516000000.0,44949000000.0,20861000000.0,,,,90067000000.0,,,92201000000.0,,4005000000.0,28983000000.0,,,,37240000000.0,,70228000000.0,252496000000.0,4805000000.0,49141000000.0,37966000000.0,,,,242000000.0,,,491000000.0,,92645000000.0,41194000000.0,3847000000.0,,,14370000000.0,,12909000000.0,,72320000000.0,164965000000.0,0.0,,,3928000000.0,88763000000.0,,-11766000000.0,,80925000000.0,80925000000.0,6606000000.0,87531000000.0,252496000000.0
